ID,Marital Status,Gender,Income,Children,Education,Occupation,Home Owner,Cars,Commute Distance,Region,Age,Purchased Bike,Con_hijos,Con_vehiculo
14777,Married,Female,40000.0,0.0,Bachelors,Clerical,Yes,0.0,0-1 Miles,Europe,38.0,Yes,No,No
12591,Married,Female,30000.0,4.0,Graduate Degree,Clerical,Yes,0.0,0-1 Miles,Europe,45.0,No,Si,No
24174,Married,Male,20000.0,0.0,Bachelors,Clerical,Yes,0.0,0-1 Miles,Pacific,27.0,Yes,No,No
24611,Married,Male,90000.0,0.0,Bachelors,Professional,No,4.0,10+ Miles,Pacific,35.0,Yes,No,Si
11340,Married,Female,10000.0,1.0,Graduate Degree,Clerical,Yes,0.0,0-1 Miles,Europe,70.0,Yes,Si,No
25693,Single,Female,30000.0,5.0,Graduate Degree,Clerical,Yes,0.0,0-1 Miles,Europe,44.0,Yes,Si,No
25555,Married,Female,10000.0,0.0,Partial College,Manual,No,1.0,0-1 Miles,Pacific,26.0,Yes,No,Si
22006,Married,Male,70000.0,5.0,Partial College,Skilled Manual,Yes,3.0,5-10 Miles,Pacific,46.0,No,Si,Si
20060,Single,Female,30000.0,0.0,High School,Manual,No,1.0,2-5 Miles,Europe,34.0,Yes,No,Si
17702,Married,Male,10000.0,1.0,Graduate Degree,Manual,Yes,0.0,0-1 Miles,Europe,37.0,No,Si,No
12503,Single,Female,30000.0,3.0,Partial College,Clerical,Yes,2.0,0-1 Miles,Europe,27.0,No,Si,Si
23908,Single,Male,30000.0,1.0,Bachelors,Clerical,No,1.0,0-1 Miles,Europe,39.0,Yes,Si,Si
22527,Single,Female,20000.0,0.0,High School,Manual,No,1.0,2-5 Miles,Europe,29.0,No,No,Si
19057,Married,Female,120000.0,3.0,Bachelors,Management,No,2.0,10+ Miles,Europe,52.0,Yes,Si,Si
18494,Married,Male,110000.0,5.0,Bachelors,Management,Yes,4.0,2-5 Miles,Pacific,48.0,Yes,Si,Si
11249,Married,Female,130000.0,3.0,Partial College,Professional,Yes,3.0,0-1 Miles,Europe,51.0,Yes,Si,Si
21568,Married,Female,100000.0,0.0,High School,Management,Yes,4.0,10+ Miles,Pacific,34.0,Yes,No,Si
13981,Married,Female,10000.0,5.0,High School,Skilled Manual,No,3.0,1-2 Miles,Pacific,62.0,No,Si,Si
23432,Single,Male,70000.0,0.0,Bachelors,Professional,Yes,1.0,5-10 Miles,Pacific,37.0,Yes,No,Si
22931,Married,Male,100000.0,5.0,Graduate Degree,Management,No,1.0,1-2 Miles,Pacific,78.0,Yes,Si,Si
18172,Married,Male,130000.0,4.0,High School,Professional,Yes,3.0,0-1 Miles,Europe,55.0,No,Si,Si
12666,Single,Male,60000.0,0.0,Bachelors,Professional,No,4.0,2-5 Miles,Pacific,31.0,No,No,Si
20598,Married,Male,100000.0,3.0,Partial High School,Professional,Yes,0.0,10+ Miles,Europe,59.0,Yes,Si,No
21375,Single,Male,20000.0,2.0,Partial High School,Clerical,Yes,2.0,5-10 Miles,Pacific,57.0,No,Si,Si
20839,Single,Female,30000.0,3.0,Graduate Degree,Clerical,Yes,0.0,0-1 Miles,Europe,47.0,Yes,Si,No
21738,Married,Male,20000.0,1.0,Graduate Degree,Clerical,Yes,0.0,0-1 Miles,Europe,43.0,No,Si,No
14164,Single,Female,50000.0,0.0,Graduate Degree,Skilled Manual,Yes,0.0,0-1 Miles,Europe,36.0,Yes,No,No
14193,Single,Female,100000.0,3.0,Partial College,Management,Yes,4.0,10+ Miles,Europe,56.0,No,Si,Si
12705,Married,Male,150000.0,0.0,Bachelors,Management,Yes,4.0,0-1 Miles,Pacific,37.0,Yes,No,Si
22672,Single,Female,30000.0,2.0,Partial College,Clerical,Yes,0.0,0-1 Miles,Europe,43.0,No,Si,No
26219,Married,Female,40000.0,1.0,Bachelors,Skilled Manual,Yes,1.0,1-2 Miles,Europe,33.0,Yes,Si,Si
28468,Married,Female,10000.0,2.0,Partial College,Manual,Yes,0.0,1-2 Miles,Europe,51.0,No,Si,No
23419,Single,Female,70000.0,5.0,Bachelors,Professional,Yes,3.0,10+ Miles,Pacific,39.0,No,Si,Si
17964,Married,Male,40000.0,0.0,Graduate Degree,Clerical,Yes,0.0,0-1 Miles,Europe,37.0,Yes,No,No
20919,Single,Female,30000.0,2.0,Partial College,Clerical,Yes,2.0,0-1 Miles,Europe,42.0,No,Si,Si
20927,Single,Female,20000.0,5.0,High School,Manual,Yes,2.0,0-1 Miles,Europe,27.0,No,Si,Si
13133,Single,Male,100000.0,5.0,Bachelors,Professional,Yes,1.0,5-10 Miles,Pacific,47.0,Yes,Si,Si
19626,Married,Male,70000.0,5.0,Partial College,Skilled Manual,Yes,3.0,5-10 Miles,Pacific,45.0,No,Si,Si
21039,Single,Female,50000.0,0.0,Graduate Degree,Skilled Manual,No,0.0,0-1 Miles,Europe,37.0,Yes,No,No
12231,Single,Female,10000.0,2.0,Partial College,Manual,Yes,0.0,0-1 Miles,Europe,51.0,Yes,Si,No
25665,Single,Female,20000.0,0.0,High School,Manual,No,1.0,1-2 Miles,Europe,28.0,No,No,Si
24061,Married,Male,10000.0,4.0,Partial High School,Manual,Yes,1.0,0-1 Miles,Europe,40.0,Yes,Si,Si
26879,Single,Female,20000.0,0.0,High School,Manual,No,1.0,2-5 Miles,Europe,30.0,No,No,Si
12284,Married,Female,30000.0,0.0,Bachelors,Clerical,No,0.0,0-1 Miles,Europe,36.0,Yes,No,No
26654,Married,Female,90000.0,1.0,Graduate Degree,Management,Yes,0.0,0-1 Miles,Pacific,37.0,Yes,Si,No
14545,Married,Female,10000.0,2.0,Partial College,Manual,Yes,0.0,1-2 Miles,Europe,49.0,No,Si,No
24201,Married,Female,10000.0,2.0,High School,Manual,Yes,0.0,0-1 Miles,Europe,37.0,Yes,Si,No
20625,Married,Male,100000.0,0.0,High School,Management,Yes,3.0,10+ Miles,Pacific,35.0,Yes,No,Si
16390,Single,Male,30000.0,1.0,Bachelors,Clerical,No,0.0,0-1 Miles,Europe,38.0,Yes,Si,No
14804,Single,Female,10000.0,3.0,Partial High School,Manual,Yes,2.0,0-1 Miles,Europe,43.0,No,Si,Si
12629,Single,Male,20000.0,1.0,Partial College,Manual,No,0.0,0-1 Miles,Europe,37.0,No,Si,No
14696,Single,Male,10000.0,0.0,Partial High School,Manual,No,2.0,0-1 Miles,Europe,34.0,No,No,Si
22005,Married,Female,70000.0,5.0,Partial College,Skilled Manual,No,3.0,5-10 Miles,Pacific,46.0,No,Si,Si
14544,Single,Male,10000.0,1.0,Partial College,Manual,Yes,0.0,0-1 Miles,Europe,49.0,No,Si,No
14312,Married,Female,60000.0,1.0,Partial College,Skilled Manual,Yes,1.0,5-10 Miles,Pacific,45.0,No,Si,Si
29120,Single,Female,100000.0,1.0,Bachelors,Management,Yes,4.0,2-5 Miles,Pacific,48.0,No,Si,Si
24187,Single,Female,30000.0,3.0,Graduate Degree,Clerical,No,0.0,0-1 Miles,Europe,46.0,Yes,Si,No
15758,Married,Male,130000.0,0.0,Graduate Degree,Management,Yes,0.0,5-10 Miles,Pacific,48.0,No,No,No
29094,Married,Male,30000.0,3.0,High School,Skilled Manual,Yes,2.0,5-10 Miles,Pacific,54.0,Yes,Si,Si
28319,Single,Female,60000.0,1.0,Partial College,Skilled Manual,No,1.0,0-1 Miles,Pacific,46.0,Yes,Si,Si
16406,Married,Male,40000.0,0.0,Bachelors,Clerical,No,0.0,0-1 Miles,Europe,38.0,Yes,No,No
20923,Married,Female,40000.0,1.0,Bachelors,Skilled Manual,Yes,0.0,0-1 Miles,Europe,42.0,Yes,Si,No
11378,Single,Female,10000.0,1.0,High School,Manual,No,1.0,2-5 Miles,Europe,46.0,Yes,Si,Si
20851,Single,Male,20000.0,0.0,Partial College,Manual,No,1.0,2-5 Miles,Europe,36.0,Yes,No,Si
21557,Single,Female,110000.0,0.0,Partial College,Management,Yes,3.0,10+ Miles,Pacific,32.0,Yes,No,Si
26663,Single,Female,60000.0,2.0,Bachelors,Professional,No,1.0,0-1 Miles,Pacific,39.0,Yes,Si,Si
11896,Married,Male,100000.0,1.0,Graduate Degree,Management,Yes,0.0,2-5 Miles,Pacific,36.0,Yes,Si,No
14189,Married,Female,90000.0,4.0,High School,Professional,No,2.0,2-5 Miles,Europe,54.0,Yes,Si,Si
13136,Married,Female,30000.0,2.0,Partial College,Clerical,No,2.0,5-10 Miles,Pacific,69.0,No,Si,Si
25906,Single,Female,10000.0,5.0,High School,Skilled Manual,No,2.0,1-2 Miles,Pacific,62.0,No,Si,Si
17926,Married,Female,60000.0,0.0,Bachelors,Clerical,No,0.0,0-1 Miles,Pacific,28.0,Yes,No,No
26928,Single,Male,30000.0,1.0,Bachelors,Clerical,Yes,0.0,0-1 Miles,Europe,62.0,Yes,Si,No
20897,Married,Female,30000.0,1.0,Bachelors,Skilled Manual,Yes,2.0,0-1 Miles,Europe,40.0,No,Si,Si
28207,Married,Male,80000.0,4.0,Graduate Degree,Management,Yes,1.0,0-1 Miles,Pacific,36.0,Yes,Si,Si
25923,Single,Male,10000.0,2.0,Partial High School,Clerical,Yes,2.0,5-10 Miles,Pacific,58.0,No,Si,Si
11000,Married,Male,90000.0,2.0,Bachelors,Professional,Yes,0.0,1-2 Miles,Pacific,40.0,Yes,Si,No
20974,Married,Male,10000.0,2.0,Bachelors,Clerical,Yes,1.0,0-1 Miles,Europe,66.0,No,Si,Si
28758,Married,Male,40000.0,2.0,Partial College,Clerical,Yes,1.0,1-2 Miles,Europe,35.0,Yes,Si,Si
11381,Married,Female,20000.0,2.0,Partial College,Manual,Yes,1.0,2-5 Miles,Europe,47.0,Yes,Si,Si
17522,Married,Male,120000.0,4.0,Bachelors,Management,Yes,1.0,2-5 Miles,Pacific,47.0,No,Si,Si
21207,Married,Male,60000.0,1.0,Partial College,Skilled Manual,Yes,1.0,5-10 Miles,Pacific,46.0,No,Si,Si
28102,Married,Male,20000.0,4.0,High School,Skilled Manual,Yes,2.0,5-10 Miles,Pacific,58.0,Yes,Si,Si
23105,Single,Male,40000.0,3.0,Partial High School,Clerical,No,2.0,5-10 Miles,Pacific,52.0,Yes,Si,Si
18740,Married,Male,80000.0,5.0,Bachelors,Professional,No,1.0,0-1 Miles,Pacific,47.0,Yes,Si,Si
21213,Single,Male,70000.0,0.0,Bachelors,Professional,No,1.0,5-10 Miles,Pacific,41.0,No,No,Si
17352,Married,Male,50000.0,2.0,Graduate Degree,Management,Yes,1.0,5-10 Miles,Pacific,64.0,Yes,Si,Si
14154,Married,Male,30000.0,0.0,Bachelors,Clerical,Yes,0.0,0-1 Miles,Europe,35.0,Yes,No,No
19066,Married,Male,130000.0,4.0,Partial College,Professional,No,3.0,10+ Miles,Europe,54.0,No,Si,Si
11386,Married,Female,30000.0,3.0,Bachelors,Clerical,Yes,0.0,0-1 Miles,Europe,45.0,No,Si,No
20228,Married,Male,100000.0,0.0,Graduate Degree,Management,Yes,0.0,2-5 Miles,Pacific,40.0,Yes,No,No
16675,Single,Female,160000.0,0.0,Graduate Degree,Management,No,3.0,0-1 Miles,Pacific,47.0,Yes,No,Si
16410,Single,Female,10000.0,4.0,Partial High School,Manual,Yes,2.0,0-1 Miles,Europe,41.0,Yes,Si,Si
27760,Single,Female,40000.0,0.0,Graduate Degree,Clerical,No,0.0,0-1 Miles,Europe,37.0,Yes,No,No
22930,Married,Male,90000.0,4.0,Bachelors,Professional,Yes,0.0,1-2 Miles,Pacific,38.0,Yes,Si,No
23780,Single,Male,40000.0,2.0,Partial College,Clerical,No,2.0,0-1 Miles,Europe,36.0,Yes,Si,Si
20994,Married,Female,20000.0,0.0,Bachelors,Clerical,No,0.0,0-1 Miles,Pacific,26.0,Yes,No,No
28379,Married,Male,30000.0,1.0,Bachelors,Skilled Manual,Yes,2.0,0-1 Miles,Europe,40.0,No,Si,Si
14865,Single,Male,40000.0,2.0,Partial College,Clerical,Yes,2.0,1-2 Miles,Europe,36.0,No,Si,Si
12663,Married,Female,90000.0,5.0,Partial High School,Skilled Manual,Yes,2.0,10+ Miles,Europe,59.0,No,Si,Si
24898,Single,Female,80000.0,0.0,Bachelors,Professional,Yes,3.0,10+ Miles,Pacific,32.0,No,No,Si
19508,Married,Male,10000.0,0.0,Partial High School,Manual,No,2.0,0-1 Miles,Europe,30.0,No,No,Si
11489,Single,Female,20000.0,0.0,Partial High School,Manual,No,2.0,1-2 Miles,Europe,35.0,Yes,No,Si
18160,Married,Male,130000.0,3.0,High School,Professional,Yes,4.0,5-10 Miles,Europe,51.0,Yes,Si,Si
25241,Married,Male,90000.0,2.0,Bachelors,Professional,Yes,1.0,5-10 Miles,Pacific,47.0,No,Si,Si
24369,Married,Male,80000.0,5.0,Graduate Degree,Management,No,2.0,0-1 Miles,Pacific,39.0,No,Si,Si
27165,Single,Male,20000.0,0.0,Partial High School,Manual,No,2.0,0-1 Miles,Europe,34.0,No,No,Si
29424,Married,Male,10000.0,0.0,Partial High School,Manual,Yes,2.0,0-1 Miles,Europe,32.0,No,No,Si
15926,Single,Female,120000.0,3.0,High School,Professional,Yes,4.0,5-10 Miles,Europe,50.0,Yes,Si,Si
14554,Married,Male,20000.0,1.0,Bachelors,Clerical,Yes,0.0,0-1 Miles,Europe,66.0,No,Si,No
16468,Single,Male,30000.0,0.0,Partial College,Clerical,Yes,1.0,2-5 Miles,Europe,30.0,No,No,Si
19174,Single,Female,30000.0,0.0,High School,Manual,No,1.0,2-5 Miles,Europe,32.0,Yes,No,Si
19183,Single,Male,10000.0,0.0,Partial High School,Manual,Yes,2.0,1-2 Miles,Europe,35.0,No,No,Si
13683,Single,Female,30000.0,0.0,High School,Manual,No,1.0,2-5 Miles,Europe,32.0,No,No,Si
17848,Single,Male,30000.0,0.0,Partial College,Clerical,No,1.0,2-5 Miles,Europe,31.0,Yes,No,Si
17894,Married,Female,20000.0,1.0,Bachelors,Clerical,Yes,0.0,0-1 Miles,Europe,50.0,Yes,Si,No
25651,Married,Male,40000.0,1.0,Bachelors,Skilled Manual,No,0.0,0-1 Miles,Europe,43.0,Yes,Si,No
22936,Single,Female,60000.0,1.0,Partial College,Skilled Manual,No,1.0,0-1 Miles,Pacific,45.0,Yes,Si,Si
23915,Married,Male,20000.0,2.0,High School,Manual,Yes,2.0,0-1 Miles,Europe,42.0,No,Si,Si
24121,Single,Female,30000.0,0.0,Partial College,Clerical,No,1.0,0-1 Miles,Europe,29.0,Yes,No,Si
27878,Single,Male,20000.0,0.0,Partial College,Manual,No,0.0,0-1 Miles,Pacific,28.0,Yes,No,No
13572,Single,Male,10000.0,3.0,High School,Manual,Yes,1.0,0-1 Miles,Europe,37.0,Yes,Si,Si
27941,Married,Female,80000.0,4.0,Partial College,Professional,Yes,2.0,2-5 Miles,Europe,53.0,No,Si,Si
26354,Single,Male,40000.0,0.0,Graduate Degree,Clerical,No,0.0,0-1 Miles,Europe,38.0,Yes,No,No
14785,Single,Male,30000.0,1.0,Bachelors,Clerical,No,1.0,1-2 Miles,Europe,39.0,No,Si,Si
17238,Single,Male,80000.0,0.0,Bachelors,Professional,Yes,3.0,10+ Miles,Pacific,32.0,No,No,Si
23608,Married,Female,150000.0,3.0,High School,Professional,Yes,3.0,0-1 Miles,Europe,51.0,Yes,Si,Si
22538,Single,Female,10000.0,0.0,Partial High School,Manual,Yes,2.0,1-2 Miles,Europe,33.0,No,No,Si
12332,Married,Male,90000.0,4.0,High School,Management,Yes,3.0,5-10 Miles,Europe,58.0,Yes,Si,Si
17230,Married,Male,80000.0,0.0,Bachelors,Professional,Yes,3.0,10+ Miles,Pacific,30.0,No,No,Si
13082,Single,Male,130000.0,0.0,Graduate Degree,Management,Yes,0.0,2-5 Miles,Pacific,48.0,Yes,No,No
22518,Single,Female,30000.0,3.0,Partial College,Clerical,No,2.0,0-1 Miles,Europe,27.0,Yes,Si,Si
13687,Married,Male,40000.0,1.0,Bachelors,Skilled Manual,Yes,1.0,0-1 Miles,Europe,33.0,Yes,Si,Si
23571,Married,Female,40000.0,2.0,Bachelors,Management,Yes,2.0,0-1 Miles,Pacific,66.0,Yes,Si,Si
19305,Single,Female,10000.0,2.0,High School,Manual,Yes,1.0,0-1 Miles,Europe,38.0,Yes,Si,Si
22636,Single,Female,40000.0,0.0,Bachelors,Clerical,Yes,0.0,0-1 Miles,Europe,38.0,Yes,No,No
17310,Married,Male,60000.0,1.0,Partial College,Skilled Manual,Yes,1.0,0-1 Miles,Pacific,45.0,Yes,Si,Si
12133,Married,Female,130000.0,3.0,Partial College,Professional,Yes,3.0,5-10 Miles,Europe,50.0,Yes,Si,Si
25918,Single,Female,30000.0,2.0,Partial College,Clerical,No,2.0,5-10 Miles,Pacific,60.0,Yes,Si,Si
25752,Single,Female,20000.0,2.0,Partial College,Manual,No,1.0,0-1 Miles,Europe,53.0,Yes,Si,Si
17324,Married,Female,100000.0,4.0,Bachelors,Professional,Yes,1.0,10+ Miles,Pacific,46.0,No,Si,Si
22918,Single,Male,80000.0,5.0,Graduate Degree,Management,Yes,3.0,0-1 Miles,Pacific,43.0,No,Si,Si
12510,Married,Male,40000.0,1.0,Bachelors,Skilled Manual,Yes,1.0,0-1 Miles,Europe,43.0,Yes,Si,Si
25512,Single,Male,20000.0,0.0,High School,Manual,No,1.0,2-5 Miles,Europe,30.0,No,No,Si
16179,Single,Female,80000.0,5.0,Bachelors,Professional,Yes,4.0,1-2 Miles,Pacific,38.0,No,Si,Si
15628,Married,Female,40000.0,1.0,Bachelors,Skilled Manual,Yes,1.0,0-1 Miles,Europe,89.0,No,Si,Si
20977,Married,Male,20000.0,1.0,Bachelors,Clerical,Yes,0.0,0-1 Miles,Europe,64.0,Yes,Si,No
18140,Married,Male,130000.0,3.0,Partial College,Professional,No,3.0,5-10 Miles,Europe,51.0,Yes,Si,Si
20417,Married,Male,30000.0,3.0,Partial College,Clerical,No,2.0,5-10 Miles,Pacific,56.0,No,Si,Si
18267,Married,Male,60000.0,3.0,Bachelors,Professional,Yes,2.0,5-10 Miles,Pacific,43.0,No,Si,Si
13620,Single,Male,70000.0,0.0,Bachelors,Professional,No,3.0,10+ Miles,Pacific,30.0,Yes,No,Si
22974,Married,Female,30000.0,2.0,Partial College,Clerical,Yes,2.0,5-10 Miles,Pacific,69.0,No,Si,Si
13586,Married,Male,80000.0,4.0,Partial College,Professional,Yes,2.0,10+ Miles,Europe,53.0,No,Si,Si
17978,Married,Male,40000.0,0.0,Graduate Degree,Clerical,Yes,0.0,0-1 Miles,Europe,37.0,Yes,No,No
12581,Single,Female,10000.0,0.0,Partial College,Manual,No,1.0,0-1 Miles,Pacific,28.0,Yes,No,Si
18018,Single,Male,30000.0,3.0,Partial College,Clerical,Yes,0.0,0-1 Miles,Europe,43.0,No,Si,No
28957,Single,Female,120000.0,2.0,Partial High School,Professional,Yes,4.0,10+ Miles,Pacific,34.0,Yes,Si,Si
13690,Single,Female,20000.0,0.0,Partial High School,Manual,No,2.0,1-2 Miles,Europe,34.0,Yes,No,Si
12568,Married,Female,30000.0,1.0,Bachelors,Clerical,Yes,0.0,0-1 Miles,Europe,64.0,No,Si,No
13122,Married,Female,80000.0,0.0,Bachelors,Professional,Yes,1.0,1-2 Miles,Pacific,41.0,Yes,No,Si
21184,Single,Male,70000.0,0.0,Bachelors,Professional,No,1.0,5-10 Miles,Pacific,38.0,No,No,Si
26150,Single,Female,70000.0,0.0,Bachelors,Professional,No,1.0,0-1 Miles,Pacific,41.0,Yes,No,Si
24151,Single,Male,20000.0,1.0,Bachelors,Clerical,No,0.0,0-1 Miles,Europe,51.0,No,Si,No
23962,Married,Female,10000.0,0.0,Partial High School,Manual,Yes,2.0,1-2 Miles,Europe,32.0,No,No,Si
17793,Married,Female,40000.0,0.0,Bachelors,Clerical,Yes,0.0,0-1 Miles,Europe,38.0,Yes,No,No
14926,Married,Male,30000.0,1.0,Bachelors,Clerical,Yes,0.0,0-1 Miles,Europe,38.0,Yes,Si,No
16163,Single,Male,60000.0,2.0,Bachelors,Professional,Yes,1.0,2-5 Miles,Pacific,38.0,Yes,Si,Si
21365,Married,Female,10000.0,2.0,Partial High School,Clerical,Yes,2.0,5-10 Miles,Pacific,58.0,No,Si,Si
27771,Single,Male,30000.0,1.0,Bachelors,Clerical,Yes,1.0,1-2 Miles,Europe,39.0,Yes,Si,Si
26167,Single,Female,40000.0,2.0,Bachelors,Management,No,1.0,5-10 Miles,Pacific,53.0,Yes,Si,Si
25792,Single,Female,110000.0,3.0,Bachelors,Management,Yes,4.0,10+ Miles,Europe,53.0,No,Si,Si
11555,Married,Female,40000.0,1.0,Bachelors,Clerical,Yes,0.0,0-1 Miles,Europe,80.0,No,Si,No
22381,Married,Male,10000.0,1.0,Graduate Degree,Manual,Yes,0.0,0-1 Miles,Europe,44.0,No,Si,No
17882,Married,Male,20000.0,1.0,Graduate Degree,Clerical,Yes,0.0,0-1 Miles,Europe,44.0,No,Si,No
22174,Married,Male,30000.0,3.0,High School,Skilled Manual,Yes,2.0,5-10 Miles,Pacific,54.0,Yes,Si,Si
22439,Married,Female,30000.0,0.0,Bachelors,Clerical,Yes,0.0,0-1 Miles,Europe,37.0,Yes,No,No
18012,Married,Female,40000.0,1.0,Bachelors,Skilled Manual,Yes,0.0,0-1 Miles,Europe,41.0,No,Si,No
27582,Single,Female,90000.0,2.0,Bachelors,Professional,No,0.0,0-1 Miles,Pacific,36.0,Yes,Si,No
12744,Single,Female,40000.0,2.0,Partial College,Clerical,Yes,0.0,0-1 Miles,Europe,33.0,No,Si,No
22821,Married,Female,130000.0,3.0,Partial College,Professional,Yes,4.0,0-1 Miles,Europe,52.0,No,Si,Si
20171,Married,Female,20000.0,2.0,Partial College,Manual,Yes,1.0,0-1 Miles,Europe,46.0,Yes,Si,Si
11116,Married,Male,70000.0,5.0,Partial College,Skilled Manual,Yes,2.0,5-10 Miles,Pacific,43.0,No,Si,Si
20053,Single,Male,40000.0,2.0,Partial College,Clerical,Yes,0.0,0-1 Miles,Europe,34.0,No,Si,No
25266,Single,Female,30000.0,2.0,Partial College,Clerical,No,2.0,5-10 Miles,Pacific,67.0,No,Si,Si
17960,Married,Female,40000.0,0.0,Graduate Degree,Clerical,Yes,0.0,0-1 Miles,Europe,35.0,Yes,No,No
13961,Married,Female,80000.0,5.0,Graduate Degree,Management,Yes,3.0,0-1 Miles,Pacific,40.0,No,Si,Si
11897,Single,Male,60000.0,2.0,Bachelors,Professional,No,1.0,0-1 Miles,Pacific,37.0,Yes,Si,Si
11139,Single,Female,30000.0,2.0,Partial College,Clerical,No,2.0,5-10 Miles,Pacific,67.0,No,Si,Si
11576,Married,Male,30000.0,1.0,Bachelors,Skilled Manual,Yes,2.0,0-1 Miles,Europe,41.0,Yes,Si,Si
19255,Single,Male,10000.0,2.0,Partial College,Manual,Yes,1.0,0-1 Miles,Europe,51.0,Yes,Si,Si
18153,Married,Female,100000.0,2.0,Bachelors,Management,Yes,4.0,10+ Miles,Europe,59.0,No,Si,Si
14547,Married,Male,10000.0,2.0,Partial College,Manual,Yes,0.0,1-2 Miles,Europe,51.0,No,Si,No
24901,Single,Male,110000.0,0.0,Partial College,Management,No,3.0,10+ Miles,Pacific,32.0,Yes,No,Si
27169,Single,Male,30000.0,0.0,High School,Manual,Yes,1.0,2-5 Miles,Europe,34.0,Yes,No,Si
14805,Single,Female,10000.0,3.0,Partial High School,Manual,Yes,2.0,0-1 Miles,Europe,43.0,No,Si,Si
15822,Married,Male,40000.0,2.0,Bachelors,Management,Yes,2.0,0-1 Miles,Pacific,67.0,No,Si,Si
19389,Single,Male,30000.0,0.0,Partial College,Clerical,No,1.0,2-5 Miles,Europe,28.0,No,No,Si
17048,Single,Female,90000.0,1.0,Graduate Degree,Management,Yes,0.0,0-1 Miles,Pacific,36.0,Yes,Si,No
22204,Married,Male,110000.0,4.0,Bachelors,Management,Yes,3.0,2-5 Miles,Pacific,48.0,No,Si,Si
12718,Single,Female,30000.0,0.0,Partial College,Clerical,Yes,1.0,2-5 Miles,Europe,31.0,No,No,Si
15019,Single,Female,30000.0,3.0,High School,Skilled Manual,Yes,2.0,5-10 Miles,Pacific,55.0,No,Si,Si
28488,Single,Male,20000.0,0.0,Partial College,Manual,Yes,0.0,0-1 Miles,Pacific,28.0,Yes,No,No
21891,Married,Female,110000.0,0.0,High School,Management,Yes,3.0,10+ Miles,Pacific,34.0,Yes,No,Si
27814,Single,Female,30000.0,3.0,Partial College,Clerical,No,1.0,0-1 Miles,Europe,26.0,No,Si,Si
22175,Married,Female,30000.0,3.0,High School,Skilled Manual,Yes,2.0,5-10 Miles,Pacific,53.0,Yes,Si,Si
29447,Single,Female,10000.0,2.0,Bachelors,Clerical,No,1.0,2-5 Miles,Europe,68.0,No,Si,Si
19784,Married,Female,80000.0,2.0,High School,Skilled Manual,Yes,2.0,5-10 Miles,Pacific,50.0,Yes,Si,Si
27824,Single,Female,30000.0,3.0,Partial College,Clerical,Yes,2.0,0-1 Miles,Europe,28.0,Yes,Si,Si
24093,Single,Female,80000.0,0.0,Graduate Degree,Skilled Manual,No,0.0,0-1 Miles,Europe,40.0,Yes,No,No
19618,Married,Male,70000.0,5.0,Partial College,Skilled Manual,Yes,2.0,0-1 Miles,Pacific,44.0,No,Si,Si
21561,Single,Male,90000.0,0.0,Bachelors,Professional,No,3.0,10+ Miles,Pacific,34.0,Yes,No,Si
11061,Married,Male,60000.0,2.0,Partial College,Skilled Manual,Yes,2.0,5-10 Miles,Pacific,52.0,Yes,Si,Si
26651,Single,Male,80000.0,4.0,Graduate Degree,Management,Yes,0.0,0-1 Miles,Pacific,36.0,Yes,Si,No
21108,Married,Female,40000.0,1.0,Bachelors,Skilled Manual,Yes,1.0,0-1 Miles,Europe,43.0,Yes,Si,Si
12731,Single,Male,30000.0,0.0,High School,Manual,No,1.0,1-2 Miles,Europe,32.0,No,No,Si
25307,Married,Female,40000.0,1.0,Bachelors,Skilled Manual,Yes,1.0,1-2 Miles,Europe,32.0,Yes,Si,Si
14278,Married,Female,130000.0,0.0,Graduate Degree,Management,Yes,1.0,10+ Miles,Pacific,48.0,No,No,Si
20711,Married,Female,40000.0,1.0,Bachelors,Skilled Manual,Yes,0.0,1-2 Miles,Europe,32.0,Yes,Si,No
11383,Married,Female,30000.0,3.0,Graduate Degree,Clerical,Yes,1.0,0-1 Miles,Europe,46.0,No,Si,Si
12497,Married,Female,40000.0,1.0,Bachelors,Skilled Manual,Yes,0.0,0-1 Miles,Europe,42.0,No,Si,No
16559,Single,Female,10000.0,2.0,High School,Manual,Yes,0.0,0-1 Miles,Europe,36.0,Yes,Si,No
11585,Married,Female,40000.0,1.0,Bachelors,Skilled Manual,Yes,0.0,0-1 Miles,Europe,41.0,No,Si,No
20277,Married,Female,30000.0,2.0,Partial College,Clerical,No,2.0,0-1 Miles,Pacific,69.0,No,Si,Si
26765,Single,Female,70000.0,5.0,Partial College,Skilled Manual,Yes,2.0,5-10 Miles,Pacific,45.0,No,Si,Si
12389,Single,Male,30000.0,0.0,High School,Manual,No,1.0,2-5 Miles,Europe,34.0,No,No,Si
13585,Married,Female,80000.0,4.0,Partial College,Professional,No,1.0,2-5 Miles,Europe,53.0,Yes,Si,Si
26385,Single,Male,120000.0,3.0,High School,Professional,No,4.0,5-10 Miles,Europe,50.0,No,Si,Si
12236,Married,Female,20000.0,1.0,Partial College,Manual,Yes,0.0,0-1 Miles,Europe,65.0,No,Si,No
21560,Married,Male,120000.0,0.0,Partial High School,Professional,Yes,4.0,10+ Miles,Pacific,32.0,Yes,No,Si
21554,Single,Female,80000.0,0.0,Bachelors,Professional,No,3.0,10+ Miles,Pacific,33.0,No,No,Si
13662,Single,Male,20000.0,0.0,Partial High School,Manual,Yes,2.0,1-2 Miles,Europe,31.0,Yes,No,Si
